Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,IDA blend,IDB,115392225100.132,119937812633.598,119469080123.171,104928265244.659,107140173707.4,127761109977.754,141740430805.413,145204823514.953,145612545518.172,153687422779.023,163516223932.964,167131602903.632,187459222638.532,210299781109.344,254236197374.126,299717543106.116,391100153502.527,447858549690.807,524054509315.163,511239304853.593,587042686346.351,667501706927.129,748200203028.77,824575493271.544,917067052390.323,887483281207.197,864394943239.784,840128050132.438,903509739875.383,899782866622.519,866676168797.818,934666309764.342,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,IDA only,IDX,202234737532.294,207161981710.726,203999622928.767,203227686811.753,189667953548.96,215391269619.879,243946483218.138,255614293458.646,266002337557.385,277635521531.309,300286454780.797,301118441515.881,314096175626.779,342042152163.543,394771041241.87,448767973754.376,515808654066.784,606637318664.45,734469098747.659,782441038589.323,876118872771.461,780565541460.565,811521091184.389,884357255156.293,961428339455.276,981361566755.901,1067940805595.93,1169246729186.65,1176191375567,1263394225142.78,1286109836483.89,1368294054494.43,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,IDA total,IDA,315089027823.27,324929151598.566,321645341355.788,303090240574.91,294174144425.753,341440173197.121,383171585101.795,397537922425.527,407162328365.351,427113274313.93,458554767038.177,463188032679.356,497105118355.057,547882053981.98,644581947995.589,744095497896.118,904651439819.924,1051116465570.27,1253344563792.09,1285348501441.24,1454564972944.76,1447662424576.77,1559583234086.85,1708830395861.63,1878449970468.35,1868643365086.65,1931219597056.83,2007212693786.26,2078042744863.58,2160052355475.96,2148668772603.03,2298881389743.21,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Late-demographic dividend,LTE,1330848353290.99,1362277287219.3,1480177710158.71,1563308419412.52,1879530161450.59,2388528085941.94,2701017349624.13,2827696168534.98,2729523059246.55,2495527861835.66,2717374484967.38,2808381836834.9,2977521852379.28,3379867499243.93,4044739180488.79,4850807975622.34,5862896552033.41,7442525705259.78,9099178142704.01,8874847548299.84,10489738392503.6,12476479327598.5,13495637538274.3,14492992544454.6,15120714515555.9,14151582161538.7,14193484718036.5,15807644346923.6,17031186054209.5,17321128288125.6,16745380771714.4,19506796626699.2,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Latin America & Caribbean,LCN,884124311343.019,978340331533.69,1076794973356.87,1261023387865.95,1477478928712.13,1602553311338.3,1744812299233.03,1912164618991.25,1918178054769.08,1695176828662.68,1860120076536.42,1819087901439.69,1611263344734.77,1625017859691.22,1858181500996.6,2237868885351.38,2643639765681.43,3157054945236.71,3664760277101.58,3439124804467.39,4226818072578.65,4726945940002.53,4744840222116.43,4907586863095.3,5010134892490.57,4267588721556.62,4141975069184.1,4627962065361.73,4466058679808.63,4418444796791.58,3721779749080.11,4164974472918.27,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Latin America & Caribbean (excluding high income),LAC,788289485802.775,867197258315.014,948318723149.001,1125284199757.42,1331995234258.68,1423794990458.22,1564400008935.02,1704255947457.25,1702119288648.49,1484208719705.41,1629730317660.18,1589939469469.1,1417794301917.73,1435492893660.63,1623725572030.66,1946965796096.69,2293622116413.9,2727993920982.82,3125297952442.21,2906519198427.42,3588708266154.7,4123597551534.64,4063034296044.02,4210987719100.97,4241148467564.54,3662434647176.19,3542007510646.55,3970515800797.41,3808280137296.45,3770790600385.42,3171836224653.74,3545454499896.42,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,843044289351.161,939618944171.099,1038380996628.19,1219651480061.13,1427554629605.18,1548656829848.11,1693062207933.64,1856012892967.13,1860918389157.01,1638063181967.53,1798543596681.77,1756725487903.5,1549672507168.25,1560996798088.02,1788661198911.55,2158536430336.8,2552399445086.98,3054940983166.14,3552615506232.87,3329986775874.84,4105217381098.82,4589951039523.12,4603095354000.12,4759966096641.18,4857481943879.52,4117865424893.54,3990167093704.4,4464256280910.62,4301937802654.12,4250592999571.69,3581901571367.3,4008134602047.07,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Least developed countries: UN classification,LDC,131937469880.699,136379366361.822,122740247021.072,122100759750.318,109824651648.152,126009686852,145701178126.518,153626313683.028,158422469617.424,165867009003.338,187222386160.166,180019629260.041,193364568773.903,212817642745.023,243620434638.669,276634326851.386,312855272433.908,363809962429.293,439014036917.155,487628640140.094,536750101729.416,625844620408.991,676539906905.428,746575666239.722,816227427751.883,814625889818.028,861738635552.429,954298381669.618,944260518831.377,1027901280042.79,1054397916729.84,1121510996095.71,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Low & middle income,LMY,2376518183747.52,2483964582258.42,2694450997820.85,2959838049471.3,3349580226205.41,3820805607852.13,4236174820351.96,4493882031670.98,4444744592262.91,4371056887762.69,4684810292309.55,4688896143921.34,4793293778021.52,5339471141044.8,6208181928503.07,7257409532702.16,8565625273818.63,10532537620201.8,12273055857739.1,12574070158927.5,15012222291577.5,17124994035811.2,18370572211092.4,19443905289653.7,20494064790591.1,20049076512365,20337119635931.1,22223909793386.3,23163906467491.6,23710295474661.9,22780887213296.5,26314712793929.6,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Low income,LIC,..,..,..,..,..,..,..,..,..,..,169682651839.457,168046549490.95,176722041507.143,187037805860.43,223974995373.972,262214857383.311,304272384230.344,360989121056.726,437447137290.748,473524095141.424,517212310969.802,318817655774.107,322078322677.248,329661294938.762,358984897542.689,365530264914.638,375043078429.017,418897494099.865,354280380824.459,380055069108.728,373060259219.077,383358042258.949,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Lower middle income,LMC,619976022572.962,589595643098.9,616728878772.895,607422934076.427,681086960303.911,777183467626.981,862422265836.928,906477892992.844,922862933171.363,983701759862.354,1001769585668.75,1022446524132.48,1078948179607.57,1215182379004.37,1387296033328.75,1587164870294.43,1869384087904.86,2284437453459.1,2483532574824.83,2682750387859.9,3184653344815.99,3530409503415.15,3754617855009.94,4001425115879.18,4382877062037.16,4456917687920.49,4664990382081.2,4990860867176.94,5222828082836.46,5483688736068.77,5317233668931.33,5929668702594.5,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Middle East & North Africa,MEA,..,..,..,519991587321.012,538360700418.823,617718791573.994,685871461896.987,727905411970.143,725800285677.991,772635219570.636,832455453319.231,849759497571.546,856711326796.462,935322131482.704,1092692783267.97,1288226881755.09,1526004466244.72,1835070873746.02,2234753921786.74,2096677908573.62,2438519101789.7,2676607911991.19,2894585519909.05,2860559716154.52,2912774165442.63,2643773366257.58,2703252919458.98,2774568475796.6,2850295304057.21,2878275242189.78,2645356317522.59,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Middle East & North Africa (excluding high income),MNA,..,..,..,229136810196.649,243629720040.863,292373404610.435,335112383622.48,357531704532.445,377353648064.725,401961089856.979,413155703388.653,432190504796.669,432252171708.567,466655858167.894,548269891579.717,629374131152.599,740094695601.283,925502213946.855,1128386178218.48,1149388224789.79,1313630837620.36,1325191120731.85,1426954841039.75,1313260366752.28,1306846394011.24,1210035976181.17,1252307595750.48,1211983601950.23,1110063204889.56,1134837528158.92,1072554962435.78,1213627233266.13,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,226669375792.91,241006220340.024,289225013932.155,331503762974.582,353681663906.351,373290157031.52,397632616307.808,408706681881.514,427536509135.345,427597511993.922,461630726159.808,542365907877.329,622596785414.494,732125067707.868,915536045693.621,1116235276429.94,1137011164785.04,1299485149200.52,1310920946681.61,1411588835619.92,1299118667707.02,1292773763122.21,1197005837571.71,1238822259879.89,1198932490548.04,1098109612013.24,1122617155721.9,1061005272920.84,1200558422601.85,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Middle income,MIC,2284040520198.24,2389336359327.82,2598937027293.46,2861805115798.76,3253438939218.02,3712534063683.63,4113909698717.41,4364323129601.11,4315670995919.75,4240920982685.66,4536360809824.34,4541623364154.08,4639129778219.9,5174906367319,6012095569382.91,7027901263581.28,8298545599354.24,10213688609341.8,11889303066667.2,12162481890828.8,14556935264519.7,16809089803595.4,18050513991698.9,19115759032523.7,20137195780714.9,19686262342445.6,19965125173362.5,21808967735934,22808077927247.2,23330885479174,22409422007891.1,25927150936491.3,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,North America,NAC,5447107434645.87,5626471263420.09,5913707391520.69,6156343306879.57,6545847899433.02,6908394962335.63,7328547857220.09,7835582600885.21,8309674312523.59,8801369907116.01,9392138060027.81,9679498426854.31,9965428942482.24,10455993393136.7,11239125532865.9,12014851548370.4,12935596590385.1,13413646535535.8,13474887618405.4,13123566077089.1,14042031409924.9,14764774406348.4,15548043806259.3,15964401170959.4,16645634199336.8,17009512383262.3,17257831393672.1,18089443547782.2,19011589192387.5,19689811726550.1,19195647221875.7,21205576051279.1,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,OECD members,OED,15635801640848.6,16529984227163.1,17760428774022.8,17928126507541,19277088957077.1,21202700142750.3,21477001875959.5,21262485916841.3,21595523294800.9,22601381900887.5,23087514612302.4,22894291090469.3,23825962933119.5,26576568816835.9,29662725324551.1,31330087283112.6,33176179596364.3,36030011987945.9,37641426224217,35178395474554.9,37303980773199.3,40162257557719.9,40335795897983.7,40889714669228.1,41897747606556.6,39611322136758.5,40235898785746.2,42084459106250.8,44425266958795.9,44776028344565.5,43230508759550.3,47675674746853.7,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,39345726853.1527,41037977399.4249,44572537169.4446,55114104806.6695,65242374883.724,73045758735.6454,82615164420.3938,99015919210.5276,113951664784.194,101057949320.139,105824906176.653,117989959579.289,121172349627.944,127835999520.71,131525693558.45,122407016320.866,129346697478.801,143388400014.333,152814842719.038,155112419089.267,140195403795.839,157277495364.725,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Pacific island small states,PSS,2140023600.54907,2266635087.62332,2490014917.83032,2641947059.30551,3030389426.65958,3326974119.42804,3594118771.68764,3539777826.39226,2995048855.37005,3317453745.00121,3107573224.31761,3015341156.83983,3211083240.84981,3841970665.0473,4484991761.60245,5001569279.16237,5086218184.49123,5706011954.81395,6151646291.04045,5554008306.91303,6045785594.32177,6863556256.28766,7267632765.04442,7863376109.43043,8348458285.3277,8139785880.16762,8488225494.18173,9051758821.25055,9584125003.4466,9595218032.94174,8644292731.00345,8606767544.87456,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Post-demographic dividend,PST,15321945198544,16143173129911.1,17304378418593.4,17313462363019.2,18663533615772.3,20689932528511.4,20867703207745.4,20544944643659.2,20751826281142.1,21729632406536.6,22099617914659.9,21907265236979.9,22803002892058.5,25525153968962,28454123351513.6,29913773512495.6,31614276398389.9,34209276139871.7,35607414659100.8,33465353762939.1,35310723461181.7,37992197135310.8,38127573371937.9,38482608443582.4,39389633286161.1,37334021815427.9,38031945483149.7,39758439061053.9,42045490489867.6,42388976017802.5,41066173708702.3,45207995636685.1,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Pre-demographic dividend,PRE,136561653744.651,137880614470.056,126686504116.922,106557713527.139,96330341434.1928,127282386090.482,142354246385.226,158289179985.578,169027708983.633,190203450791.727,207296144089.677,197840504489.135,231927178147.511,248681973275.017,306186622154.311,367380236902.559,487221895472.077,576528102787.034,717867442288.803,696107348422.902,783302502657.147,896853353603.349,1008843409009.77,1127568363283.51,1241954807081.48,1097859784119.81,1018877077290.37,1062836423152.74,1080613839682.73,1135461895385.08,1082876128160.33,1135572377431.39,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Small states,SST,31804865182.5451,34476472925.0326,37473249518.4949,37992424370.4123,40684348644.1321,47238736018.9503,49723230456.8219,51702095752.5089,53846588949.9469,55150788691.5719,58385935302.9441,59967654354.249,64772601445.0777,76129276124.5178,87517290490.0458,97360937479.0534,110159172675.217,128913134676.948,145004172613.784,131438882401.616,136774365488.011,149206293030.878,154583310332.012,162496443693.018,167834703311.42,159804903495.212,165230436037.918,181042582215.663,192243299947.301,196096380050.196,174483233423.316,193796303639.361,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,South Asia,SAS,359059651465.443,318663261435.105,338602184192.302,337475063347.52,384151247418.046,426281989961.575,467775729698.601,490411663297.322,498835687759.564,533924250682.479,557748452309.079,572565839683.101,601447883681.873,703904931897.803,812383156961.815,927015687117.756,1053846282378.98,1324444915166.62,1331229750711.72,1490055195659.44,1811878947734.83,1996217338424.32,2022227174790.35,2078481483765.52,2282120476506.24,2405254793286.5,2663093310704.44,3056639630070.57,3140451467211.11,3275018161908.02,3091921866621.73,3588083267174.72,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,South Asia (IDA & IBRD),TSA,359059651465.443,318663261435.105,338602184192.302,337475063347.52,384151247418.046,426281989961.575,467775729698.601,490411663297.322,498835687759.564,533924250682.479,557748452309.079,572565839683.101,601447883681.873,703904931897.803,812383156961.815,927015687117.756,1053846282378.98,1324444915166.62,1331229750711.72,1490055195659.44,1811878947734.83,1996217338424.32,2022227174790.35,2078481483765.52,2282120476506.24,2405254793286.5,2663093310704.44,3056639630070.57,3140451467211.11,3275018161908.02,3091921866621.73,3588083267174.72,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Sub-Saharan Africa,SSF,268549451322.512,282261976789.495,280367067392.334,261035878353.663,253831849087.838,296702870871.837,308694858071.769,322264186840.932,315626822064.689,322767739231.784,326906109278.368,314199596226.246,344394957998.525,435890724647.594,540147316046.871,629455085470.311,755485579043.2,848829781315.889,929149659602.615,955541375019.577,1102401540104.69,1224377183809.47,1301019027841.83,1404090081954.06,1515547768406.05,1391540994760.34,1306147811273.53,1397083664431.3,1441352321349.71,1473601818465.58,1414726538747.74,1542818908828.4,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Sub-Saharan Africa (excluding high income),SSA,268219517692.103,281935600710.287,279968843781.848,260599264279.414,253377269847.331,296246885788.677,308243719608.294,321759670384.896,315091114217.938,322225596055.77,326378189949.004,313646971399.046,343828003723.931,435290819174.059,539370297358.006,628612961599.974,754557885461.021,847969267981.283,928359682154.911,954837117084.685,1101587674615.27,1223509088429.66,1300143528628.6,1402987516020.26,1514415143382.42,1390385613881.94,1304957284107.38,1395821094870.23,1440013108714.11,1472197972702.05,1413671526270.35,1541603141722.07,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,268549451322.512,282261976789.495,280367067392.334,261035878353.663,253831849087.838,296702870871.837,308694858071.769,322264186840.933,315626822064.689,322767739231.784,326906109278.368,314199596226.246,344394957998.525,435890724647.594,540147316046.871,629455085470.311,755485579043.199,848829781315.889,929149659602.614,955541375019.577,1102401540104.69,1224377183809.47,1301019027841.83,1404090081954.06,1515547768406.05,1391540994760.34,1306147811273.53,1397083664431.3,1441352321349.71,1473601818465.58,1414726538747.74,1542818908828.4,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Upper middle income,UMC,1659261809723.15,1797167934842.98,1980449439668.56,2254896640058.72,2572973085469.49,2936059374803.6,3252284318740.18,3458607396859.98,3393644786785.56,3257343440400.03,3534982146560.32,3519468863797.4,3560301886999.92,3959846827514.68,4624966126357.79,5441005872115.44,6429489884841.29,7929615327854.7,9405765157514.92,9480073380632.02,11372626951093.3,13278719653048.5,14295897014032.9,15114363428314.8,15754539723641.4,15229755779218.1,15300663250997.9,16818603383526.9,17585771664696.4,17848073493658.6,17092806569495.9,20007377976891,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,World,WLD,18475546567489.8,19461851315129.8,20916327815247.2,21179882955521.1,22955734952912.3,25573274849752.3,26260258093970.9,26252105118220.7,26354034836874.4,27258116758577.3,28052166386128.2,27922357816076.7,28956739979765.5,32408954619823.3,36549981826600,39445751259769.8,42901257046696.8,48099220942837.8,51947143139196.5,49471564291060.3,54322643988210.5,59799125834459.1,61447627476825.7,63072777643219.7,65071071538938.7,61631628380470.5,62596688007477.6,66692896504048.9,70284831261590.6,71213354902445.2,68580436251713.7,76892463673445.1,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/24/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
