Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Denmark,DNK,110779333306.201,110996103766.807,122698495115.11,115053694882.435,126449184774.812,150679157168.244,152675560467.1,141067814046.465,144980619721.468,145744028837.716,131688969670.51,133220354351.264,144267928718.227,176195503865.872,205483311887.123,218041440805.601,234958421726.456,262026145405.846,286528819230.477,262755539570.007,266917536292.049,286112943895.602,272906753200.778,291638593119.951,303370129066.256,260292323814.975,268041720271.967,283756950145.116,306118322857.902,296347201607.05,304644390687.387,344354581495.784,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Djibouti,DJI,..,467275569.71708,483713908.245682,477364938.843394,489791081.375484,497257469.445921,488897807.353911,494662232.10101,501897213.020183,527732216.884817,546183372.109568,563079134.320484,582651952.837033,616260913.563528,656664020.833993,692900820.378613,743786020.143199,791056097.102196,915515225.060053,905676339.120546,905792589.550267,1015804640.92021,1117354985.44757,1586766759.01953,1866674017.6781,2085118765.08581,2156902295.4745,2218600288.84053,2451825114.43257,2638372564.74996,2742439520.41707,3080405148.08069,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Dominica,DMA,187631349.381327,201121247.410389,214982298.099022,227137362.567158,240439243.649187,248651266.601478,260451220.226514,271194257.757518,289276005.19451,288000489.835785,276914806.72991,292795325.56233,282400117.197178,293137328.131008,307414667.41704,307524017.126538,342604086.978634,364458896.132229,396627489.268325,413186516.347987,415809527.022321,406525709.213887,396572253.082235,399740066.22414,428969515.112419,445063829.46399,480482604.768214,452686395.980711,477321052.120349,515026502.569222,437053319.74212,472053855.873865,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Dominican Republic,DOM,6425525642.37007,8971386840.70361,10717172635.0806,11789814137.9267,13341725435.0755,15042660983.8977,16731556708.445,18486533306.1171,20146523109.3453,20424265382.8663,22349924333.7507,23684255229.2454,25020066248.5689,18781879302.7671,19114964880.5433,32043153244.2288,33902263007.1408,39148811591.5892,44369979575.3469,44550379426.5526,49567929741.6196,53219573896.8496,55575112510.4798,56447619101.4469,60364395092.0419,64844273923.5408,68597038095.9072,71762027828.5363,76696510021.9462,79201784818.0885,69503723948.3004,81914377873.2875,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Ecuador,ECU,10992861679.7499,13387341540.7446,14573813841.419,15220616568.2701,18271328794.0204,19394990607.0183,19625378863.0785,22617876602.1475,22982761044.3257,14812003972.8423,12755533688.0781,18910208393.8856,22566242232.0959,25240182232.306,27174863840.2202,29467296538.7337,32563577758.4785,35933461478.7072,43760426672.1015,48984102423.5926,52529830350.4796,57804657801.3424,65344061677.9224,72200234598.4456,77116284795.0015,78963239412.9177,78974082894.3743,80819082075.4766,79599885020.6545,80158709240.9735,75753567512.4778,78171039766.9199,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Egypt, Arab Rep.",EGY,32986181277.0976,31472799050.6819,35330998669.1868,39827239621.8187,45203527434.4804,52533598170.7803,58694428411.9214,69826801562.813,77697322935.0191,80831061581.4319,88632135767.9627,88500829152.4428,76354547995.0601,70659017728.2982,67694125622.9843,75030969003.1423,90537385118.2915,111344613516.694,135814751811.37,164828322646.16,186367080016.029,195692139146.404,237673116776.039,246311303316.675,263721151884.302,297126609667.339,300575981991.145,207377531549.02,215994279357.509,261565839501.626,324108721655.009,353377027800.611,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,El Salvador,SLV,4422455905.96975,4817695330.3956,5396234609.30647,6252396838.31343,7215227478.14247,8392069127.05126,8996742687.62185,9537020121.494,10204228277.12,10371642678.1304,10846393752.3353,11230502025.7287,11514585585.3363,11925806914.5273,12268614163.4462,13156354101.8986,14301232205.6951,15135106890.5235,15933034767.6206,15364646447.6841,16181878195.2981,17994429084.5701,18545690450.7782,18734245499.2265,19177294792.7476,19824624009.2986,20255430802.604,20688070304.8099,21313885633.4039,22200966540.4098,20002937559.0053,23213085149.6738,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Equatorial Guinea,GNQ,93044155.4772224,99603579.043896,124768847.362043,121128632.028652,57291007.7611544,64080804.8597528,85554784.9270692,141599339.621418,85429256.8248873,140490757.559135,-79303323.3526219,..,..,..,..,99828426.1179614,3073073522.88247,4395343655.46726,6061088437.73812,4774727014.49769,2497127734.79237,4834625235.22031,5048084606.45434,6414033563.59673,6820270088.82068,5588954925.78089,4842453709.81924,4475490550.66543,4869805056.31619,3935862767.232,3851081314.59122,4765088216.71153,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Eritrea,ERI,..,..,..,404509952.848027,456989184.985451,482635335.105261,567704000.540158,564226859.582483,625939364.04943,598784605.33478,604651378.847259,646900811.461152,631412912.381183,744272207.611483,955112339.362415,958336964.287784,1072597634.91612,1166850638.57418,1219762851.44723,1672198400.24897,1420136165.54698,1455413449.92215,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,4694816840.60072,5154788318.59385,6044297482.00716,8025150714.56031,9832656824.73288,11567392238.5709,13796684777.9832,17688101123.9626,19128301449.7145,15390801272.3341,15022263279.6517,18192460576.5817,18224551545.2367,20185636012.3783,21396732401.3491,18469479757.3469,19569221533.8228,21869761031.621,24925047862.4632,25294350709.1772,25437878242.181,29895880046.2221,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Ethiopia,ETH,10319145488.6342,11455553936.9434,8477903839.60378,7156092938.11955,5008647067.53438,4910788780.21706,5740512385.08864,5848126624.04502,4962549160.62491,5761874971.72057,6189019692.49771,6217572072.42571,5380864099.86479,4730904784.37173,6436677454.83548,8475073728.9281,10988999945.8071,13701145112.1941,19599043624.9229,23979286257.7846,22294529929.5057,23258760582.8223,31998806867.2355,35448578250.636,42605775685.1162,49659215179.8291,58385906770.7086,65359461545.3577,70731968226.093,82027923370.9125,92691294404.0473,96072352511.7058,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Fiji,FJI,1134992349.11785,1181779075.61687,1308827810.22975,1400146953.42238,1537532315.02788,1704263889.23876,1866447738.29717,1799157421.47616,1399203500.57788,1638382181.67838,1499661422.36525,1448390538.41361,1668991466.62121,2058431119.50665,2456823375.4314,2739575925.11958,2659902640.97122,3001245676.60353,3146962628.53256,2618326753.31704,2755543307.40804,3188678246.81982,3335040622.26642,3637203588.75912,4013577985.77773,3804874914.94509,4051733590.22091,4258676840.42148,4511182596.3622,4327564742.68142,3616986133.12772,3467195322.36016,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Finland,FIN,111207356312.047,97447884837.5129,84316299668.6295,66425482650.9462,78657408477.9598,106019496517.031,105432121119.957,103030988427.932,108926052950.392,111103903133.725,103877517908.746,107406380785.551,116793339207.505,141045668026.165,164701457734.266,169597898056.343,180706493408.893,212470392031.882,234904644117.028,207087121467.063,205396068983.334,225175649123.428,209581908552.539,219949673953.959,224739841842.262,192298193179.646,196715265739.414,208427195772.995,225387231930.69,218983609936.084,223423086381.072,246110920377.729,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,France,FRA,1080254389302.97,1072016611224.82,1185829488011.04,1118261721802.59,1178795140569.63,1357836443966.24,1370479578402.64,1247089754257.1,1295334443965.73,1296057729622.81,1177463375485.36,1188607195079.43,1281253284516.37,1576383685026.97,1811213603557.27,1878762774857.4,1984504217274.85,2272043466049.92,2490720920142.17,2280339900461.22,2236733080939.1,2429989001069.83,2258275053167.3,2367876592404.82,2402786660499.32,2056919665082.46,2082038580373.61,2185985032747.74,2347905594073.35,2284151926740.2,2157022857939.32,2472706177012.1,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,French Polynesia,PYF,3005778319.6048,3088294939.30507,4266060415.2517,4098775036.20239,4253062817.20205,4846872988.47584,4835653252.63385,4288754494.82526,4385278566.24967,4350622277.50998,3953271930.24712,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Gabon,GAB,2609404849.23959,2883611007.62419,2638333988.49599,1701754571.64077,1928613704.81114,2100620967.94802,2584844853.34947,2338662075.80747,2461583746.69106,2407808559.13569,1724684064.92648,2402187259.3598,2755386905.1674,3496488323.90418,3816887151.60692,4534326385.32989,4668578183.93814,5341699401.44637,6466811435.57481,6344238537.9576,6399998634.13266,7658355122.43889,7617685277.7464,8900028773.26103,11032548275.0644,9341818786.98526,9221282536.97688,9392194194.43292,10277665654.5551,10153886401.632,9909584144.62052,10548966346.7248,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Gambia, The",GMB,246380891.099992,585743625.572856,602033397.288366,634922763.417102,624914391.110224,654397868.29477,705909097.739368,657613030.867217,684765427.446375,665079522.373226,635584982.321279,551749576.943264,447238569.633589,367734803.596599,790777010.596193,845070820.10453,855406939.120062,1036046978.83484,1251056112.69686,1147618774.76626,1216225062.88552,1055568112.12363,1037438006.46134,1011544027.76709,914077402.163166,1018306624.75767,1083014873.08158,1108628008.88807,1319553048.94122,1426013119.76093,1434283006.05271,1607615265.65761,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Georgia,GEO,..,..,..,..,..,..,..,..,3312881156.14418,2521247890.46497,2664441773.37889,2787356356.7282,2926178836.73023,3420101162.80829,4502874230.662,5624771946.68226,6884591109.9297,8864402851.63539,11093462837.0943,9280623468.01285,10276863401.8039,12586125897.104,14039474148.3296,14514873706.5824,15022663537.5334,12416573085.0577,12150187537.251,13075896029.1728,14398969483.7708,14144523113.0185,13028102734.3824,15149562720.8697,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Germany,DEU,1510740209359.57,1582139356960.53,1798995195802.89,1734463569106.64,1844001154315.45,2159167714496.92,2084426047440.04,1839971195486.04,1855498084510.68,1815270616618.62,1607189094426.56,1601461930906.81,1700036867338.57,2045518466243.47,2348745264828.03,2379314801666.44,2536738465823.26,2892758264135.22,3127075578539.65,2854960843821.66,2852709271295.79,3175984763813.31,2972535919619.34,3140848979812.29,3268168894268.39,2830967288599.07,2936856488479.01,3121156472138.63,3387078911089.78,3300286458675.79,3246857965545.54,3575973916047.79,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Ghana,GHA,4879299249.12748,5521198870.12479,5305106325.13253,4792090932.51418,4167887014.90554,4941339500.71965,5269589626.61257,5302714338.42004,5778140943.2257,6272463494.6059,3743322635.1443,4086194304.65943,4693884175.25109,5607172374.45377,6809152134.34498,8463661516.40813,17076970524.8496,20535053279.006,23787964192.9837,21343494882.6188,26184963835.497,29976365277.5668,30922113345.812,50641289397.1637,41988434252.1085,38995841410.0269,44848951918.4748,47030490370.3145,53349589399.23,54482879880.0294,59064018705.7674,59884261177.4651,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,229072517800.87,264155565460.35,291334465885.449,271227687725.433,240686953773.943,225083420089.887,200005151278.223,195665949025.066,196041905380.202,162793415616.62,160597581768.454,167199402323.078,177059665780.818,173208375912.876,157855083969.643,182451850458.878,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Guatemala,GTM,6928111984.42822,8677999817.75996,9590560481.90788,10503618750.6495,11935465315.5437,13447341840.8305,14283752609.3571,16160786441.4662,17670938541.7341,16567318351.7154,17342103628.0675,16638030264.0303,18169887442.7752,19079878117.7267,20689608522.3765,23343758021.6542,25668631832.2015,28715110479.5363,33121429153.6255,31757882115.5472,34479158283.3186,39537192491.5204,42449809892.1181,45195787000.4436,49174586532.4727,53549541409.7243,56360882846.2341,60997082859.6987,62858914183.6065,66530789792.2866,67054226185.5679,73724408675.9154,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Guinea,GIN,2197606583.88428,2501453630.55938,2828687283.00615,2910294410.10751,2992377067.26292,3089841072.2646,3256042554.63663,3251685334.80175,3035353180.84508,2967315177.88747,2531233929.25175,2370994896.89223,2485810907.44163,2578158527.69769,2826832858.18099,2122459144.14948,3539057667.81621,5304497122.53336,5840978396.41003,5475799115.18217,5634084269.7322,5510748120.83702,6175644142.43404,6527904199.52489,6884845462.37728,7078318096.35169,6744862262.52924,8267403380.7866,9411133314.69068,10875732299.7951,10711711457.1476,11717268332.1061,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Guinea-Bissau,GNB,176574820.108191,182273962.938098,152442888.584826,169280197.462221,163488247.133516,155327540.788893,171535939.608686,179371943.014939,115032960.8395,155639742.934832,295790727.69855,313638258.93319,334761071.90705,356468736.512889,419209506.514414,465963131.253949,474518813.942411,536251176.047673,663023379.072374,624638499.83481,667402441.085882,897205120.597152,764875681.858478,784960528.029016,833227270.461848,812203403.909057,932708435.30029,1078084957.23725,1235438031.10421,1260681040.73671,1231382388.02887,1395970354.65023,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Guyana,GUY,224061356.482667,144079932.956455,191828532.271472,278515747.685567,324228770.658028,353225721.016204,478110362.270854,502669204.94788,541977834.585207,511074907.137062,570777275.409213,571369565.963864,570123143.399576,578810172.591287,608757193.508684,654147379.744704,2074640532.94642,2437898304.72362,2705238007.77427,2813376501.86742,2932205080.36695,3091483771.36048,3447283721.03054,3597206690.62044,3659276200.82844,3873046274.89239,3772290962.11545,4103267486.0482,4334632297.30064,4710553073.06794,4554729587.43329,5116380907.9429,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Haiti,HTI,2987831078.92332,3351988411.15374,2183454126.29259,1821478330.27406,2118550469.26909,2735580382.57333,2835401655.95987,3258586926.99839,3628461779.09019,4072891097.31691,6738349634.03496,6227733308.17089,5932578542.24571,4705575433.09736,5849428763.29304,6926367155.54745,7246112623.84437,9218886321.37373,10058058369.2207,11141681348.145,11307919571.3537,12424718996.3262,13080133523.9635,14193197762.0262,14474905992.9236,14263278676.8635,13244557183.7244,14189148061.3849,15620589396.7614,13994089544.2649,13673208282.7168,19746452203.7592,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Honduras,HND,4195049667.27177,3937331157.97163,4185585792.75657,4326265866.71666,4060243089.93853,4650408872.99684,4563545938.69256,5087279627.77644,5711202017.92986,5818123031.69716,6495414279.3761,6894813349.68393,7051413104.29249,7355533671.51756,7848257962.85354,8646671214.06407,9604668207.52362,11100027372.6288,12544148923.0224,13286528097.7838,13830153441.6811,15759436506.6888,16210971264.4497,16175096883.9188,17068841884.5159,18441270584.1341,18939541147.1973,20477188994.3786,20913806158.0374,21898573171.5466,21220622289.828,24740496571.4959,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Hungary,HUN,..,..,..,31668937097.4467,33980200921.9983,35133160647.1535,34909089333.1982,35076524396.3037,36456280800.9401,36303202384.6436,35288399838.7255,40674903730.4805,52153415242.2029,66294065830.6799,81050646622.0975,88116731188.2345,89768873438.628,106652736584.512,121605120281.515,101544282607.865,101845646610.919,109107845151.845,99336150097.373,107128739369.398,110363065855.453,98263129323.9061,103707819837.568,113926111843.2,128605695256.417,133395230789.824,125891866940.154,143700403603.212,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10238665075.2591,10357251629.7198,12660499215.0331,14132668943.3749,13982660974.777,16743162412.1425,19998555597.4378,20608359023.1793,20726782363.7944,17593663696.1671,20192232160.1761,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,India,IND,279762455147.05,233978923683.561,250307039267.347,244182690952.836,287789281226.071,316790722443.174,347001656218.112,367025660941.223,373840170107.487,406108900811.184,410157606605.945,426419391454.55,452912693908.539,535430499158.484,620964795718.753,715663913509.896,818920408765.382,1060009351706.87,1027435600982.55,1171829617030.93,1449400281957.08,1569510868576.62,1576093532005.61,1602694127290.88,1767101425787.74,1839197893355,1991577687380.81,2326228560999.19,2363288935865.17,2479347909060.48,2297238845810,2697069318282.99,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Indonesia,IDN,85781596828.9499,98765485751.405,108634459387.19,137197125815.947,156806116220.115,178476280992.871,200641785517.516,190577768967.454,80551240887.4718,115375774751.776,133145521834.295,115314370081.832,144602863266.849,172062112722.906,183109877063.281,199835483807.503,260413548258.79,309433498812.341,365686093364.474,401915526053.327,566234391128.885,659868014153.763,689395586501.512,688615753233.48,671349773485.428,663588563945.298,736332319283.818,785282040778.049,789841225160.877,839487253839.715,806178618150.759,882648696180.561,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Iran, Islamic Rep.",IRN,91684333526.0898,..,..,44625483546.675,51474476416.5329,70475206965.3512,89594876599.965,86908650657.1946,87022348227.5901,89403162730.3976,81700664577.698,99443750528.981,105244469544.755,124600338586.847,151725159944.804,178861330188.239,209598485475.472,282245590320.191,325422000863.494,342896646085.228,406570720661.732,522436165716.174,527442018842.575,395409247764.988,366950649510.76,324877789259.7,371088487721.226,385351477247.549,238242296936.945,213232564048.547,181771855227.732,263716617867.838,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Iraq,IRQ,130865470765.524,..,..,..,2951135988.65591,9757958692.06068,7810760321.88324,15148949319.9716,15257378488.6869,28924846121.0121,37446851845.9721,26579170579.4507,24272620464.377,16499733152.9764,26551455268.8565,32917811051.3261,45512019899.3031,65467102890.1886,103379259369.646,92314325674.8978,110252264645.412,140036615781.724,168366443449.085,182192898063.858,174462571865.208,131643914229.522,131987626772.851,144187924921.235,168240224379.626,177767447040.489,149132243943.594,160734736216.591,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Ireland,IRL,40451926020.2009,40808787716.9007,45229742610.492,42609829196.3167,46426765177.2061,55230519839.8541,60993336390.1828,65663361833.7435,70928313482.0278,75042447159.3895,75836925760.3668,80795971254.1284,93018269848.8153,122139040673.485,143351404720.34,155283933483.426,169755791729.168,195714357038.852,200535805158.246,163845589521.274,154694129321.621,161180590036.595,149727402517.539,165765454556.402,180441274718.696,160914274683.976,171109211479.674,183132517404.038,202715439148.446,208708508843.772,199284364917.113,249681049442.11,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Israel,ISR,..,..,..,..,..,86232517572.5237,93774211896.7382,96935967726.2817,97660428367.5136,96300164004.1849,106946684299.804,107754402184.665,99396301020.9978,104035335732.114,111567635445.032,119927211482.997,130866334495.54,152822007267.756,180090164609.828,172243769603.01,197218115498.863,222603850397.001,215123701668.638,247449316979.741,265483436948.14,255274291176.076,271443027929.73,304536935909.364,320424664412.937,341551732943.002,345575548014.797,407604376045.758,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Italy,ITA,999774867052.486,1051976780269.7,1108298828794.79,891261517915.467,918769512417.443,987940705830.891,1108962655667.16,1055325211156.96,1078050985486.43,1066435103129.6,972722603352.934,991026129306.825,1077438703918.9,1329135606475.87,1524914020720.59,1568796547837.53,1647571558629.37,1860459839128.44,1988522065044.8,1815069380820.21,1755404542778.03,1880905312790.28,1700622170886.42,1743383961149.87,1766582923295.27,1490060330951.33,1549119902011.32,1626488911859.03,1746049669427.18,1673081171844.52,1556452829567.84,1755164652452.27,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Jamaica,JAM,3722723302.42195,3265948413.16461,2922367755.63082,4808909556.14182,4661903091.94227,5690705138.58239,6547354305.83221,7481701851.6843,7795385679.33416,7800175190.18893,7918473625.70209,8023862035.9122,8358378305.81864,8106078283.42148,8781081413.59465,9645236470.37796,10257523788.7039,10984445640.9712,11892468403.7785,10399621099.9765,11615846096.6961,12695036023.366,13366437703.6091,12729201460.5512,12433969229.0538,12617329169.7042,12366002304.3756,13240977878.3248,13911271153.7676,14183306140.1421,12402225278.4665,13302280442.2294,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Japan,JPN,2532538247987.93,2870567502029.46,3102233754025.2,3501491608348.55,3917260395235.75,4370283729180.46,3906754596803.98,3545794455604.16,3204096480483.75,3610168538776.3,3889565813592.97,3428353569487.95,3265130478188.51,3543442985607.18,3862864291779.83,3822505207106.36,3643194034089.73,3631690152843.46,3972074609135.01,4046832808950.2,4476727345129.27,4864600726827.73,4913791059017.2,4127895991388.44,3887388028965.93,3560749861428.92,3999113859748.18,3953215059603.92,4031133513908.75,4088190737217.58,3951137997473.32,3835811076721.88,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Jordan,JOR,3648438446.68665,3608194714.52464,4594993866.02676,4914469850.02388,5490530292.72761,5975491632.66706,6110148641.55033,6444808276.43567,7109861378.9277,7285849597.99189,7881151968.49301,8417076050.89765,8904905450.64671,9593059954.24939,10875949293.0733,11973891981.926,14471006387.6034,16459076568.9094,21259935250.6207,22920035692.5398,24873719888.7446,26958672173.1555,28928339966.039,31763714545.4757,33914318782.448,35475271836.3985,36550861193.924,38928749591.575,40724060108.9215,42516475725.5879,41896497953.5973,43544134322.3639,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Kazakhstan,KAZ,..,..,..,18367144970.9949,16263924517.9225,16411242524.583,16324627550.1856,17467848253.2174,..,12693611469.8019,10942327868.6312,14807141710.8285,16007821176.3858,20470405671.513,27079718920.0234,32854033558.0177,45714604087.2784,67495748906.5568,81054341731.6626,77034949120.8304,95179461451.8452,119687723498.054,134824113660.811,163331678092.765,154127802576.487,141739172226.866,102341110276.034,119949621121.625,120756209728.824,124244571028.91,126958226021.355,125621275946.423,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Kenya,KEN,6781798979.61746,6373386118.77852,6369805457.96266,4261397897.90458,5417739517.06399,6794384847.79909,9379989358.37161,10393388497.6436,11248659951.8668,10333451501.6753,10218507139.2695,10483520032.3101,10529010072.0672,11677824740.18,12835298967.7744,15255693577.105,21467793606.1373,26440733990.4834,29937452332.0839,30934525298.9673,33602347934.9694,35405122400.725,42444026300.4405,45843438028.3098,50508231487.6127,52755240541.7926,62816973523.6982,68347108989.9325,77713133606.492,85831083413.107,85842420676.3748,95240841982.8691,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Kiribati,KIR,48005646.8380674,72064791.1427173,74185040.0503798,69480099.1865883,80364271.0953252,87222245.0450768,87894751.4117123,106843301.492292,109408697.503402,106387230.766469,103626265.12955,103955758.716886,110090531.270615,128976459.111466,141635738.169073,149694528.846663,146289160.030097,179429805.335264,195642448.873772,173219723.058468,215166405.775972,237450576.781154,272144147.925886,288495013.759778,321669146.032009,337864889.112038,304421703.853547,345508342.985688,351973077.572878,359490191.207696,322777772.821634,359689526.662364,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Korea, Rep.",KOR,247451093734.849,290161443539.63,308780353788.278,340018961358.03,402354810822.917,482631832039.22,516050506400.998,476983950463.31,308228926496.473,404941307990.113,473203393364.577,449163783711.707,520348075347.16,581089372111.169,657357601633.453,768610087951.538,869431499653.526,972408489014.838,858477584744.289,764972181994.193,938427610118.629,1027604773984.11,1048427115416.14,1120204286026.97,1210603341380.1,1196351007080.23,1227205660047.13,1329782799420.9,1405043017491.22,1337160677844.25,1319310926924.01,1452592702572.57,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Kuwait,KWT,24210150770.0875,14729529657.1197,22951839943.8974,24248191824.0594,24120220936.583,27927712152.1015,32073549579.2931,32200511628.2305,28101077438.1309,31456933796.7541,38002222186.6236,33663240276.1982,34734559535.6082,42698262959.5018,55427404222.9965,74420276064.0485,97083592478.893,107413529572.972,130640283856.103,95101335428.8399,103929179353.96,131699662930.618,146200888410.736,150837272222.942,145513858761.338,106646071205.125,102937829112.784,117909728199.796,129708396823.958,129183021129.703,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,1463118781.68472,1313319378.96406,983761417.197824,1069953762.03106,1248981739.35398,1304676310.67428,1606231130.94739,1831985126.29704,2080691877.10429,2491428373.98951,3395352630.06916,4275262234.96433,3903436687.97259,3673209965.91297,4541967184.4249,5553613411.95788,5598239530.97203,5721254369.3012,5058924142.02665,5387624795.72048,5946603836.81167,6768419468.02551,6423889939.26228,6122247982.02404,5963757454.21255,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Lao PDR,LAO,701800512.359403,818713386.56688,886623560.879601,1051315470.19113,1217619186.00652,1338153992.03581,1437613186.08816,1313157218.57785,930106567.292213,1138524051.03541,1323835382.5537,1392077139.83449,1406750390.49717,1532509164.16715,1844026559.17127,2173707644.42235,2538506517.71966,3181051825.29735,3929789380.83222,4395122128.02248,4929347018.41513,6049699852.50695,7520362723.16441,9005963649.31293,10211442555.3052,11176611403.549,12348136493.2957,12957711600.1576,13926946476.7605,14119009460.884,14168719586.3724,13698049433.2043,..,..
